Truth,Frame,Prediction,Confidence,<OL,<OL,OL>,<CENTER,CENTER>,QB,T,F,LTE,LUNBTACKLE,RTE,RUNBTACKLE,LWG1,LWG2,RWG1,RWG2,WR_R1,WR_R2,WR_R3,WR_R4,WR_R5,WR_L1,WR_L2,WR_L3,WR_L4,WR_L5,TE_SPLIT,RBL1,RBL2,RBL3,RBC1,RBC2,RBC3,RBR1,RBR2,RBR3,QBU,QBS,<KICKOFF_KICKER,KICKOFF_KICKER>,<PLACE_KICKER,PLACE_KICKER>,<PLACE_HOLDER,PLACE_HOLDER>,<PUNTER,PUNTER>,<KICKOFF_TEAM,KICKOFF_TEAM>,<KICK_RETURN,KICK_RETURN>,Confidence
FIELDGOAL,5,FIELDGOAL,100.0,1
FIELDGOAL,10,FIELDGOAL,100.0,1
FIELDGOAL,15,FIELDGOAL,100.0,1
FIELDGOAL,20,FIELDGOAL,100.0,1
FIELDGOAL,25,FIELDGOAL,100.0,1
FIELDGOAL,30,FIELDGOAL,100.0,1
FIELDGOAL,35,FIELDGOAL,100.0,1
FIELDGOAL,40,FIELDGOAL,100.0,1
FIELDGOAL,45,FIELDGOAL,100.0,1
FIELDGOAL,50,FIELDGOAL,100.0,1
FIELDGOAL,55,FIELDGOAL,100.0,1
FIELDGOAL,60,FIELDGOAL,100.0,1
FIELDGOAL,65,FIELDGOAL,100.0,1
FIELDGOAL,70,FIELDGOAL,100.0,1
FIELDGOAL,75,FIELDGOAL,100.0,1
FIELDGOAL,80,FIELDGOAL,100.0,1
FIELDGOAL,85,FIELDGOAL,100.0,1
FIELDGOAL,90,FIELDGOAL,100.0,1
FIELDGOAL,95,FIELDGOAL,100.0,1
FIELDGOAL,100,FIELDGOAL,100.0,1
FIELDGOAL,105,FIELDGOAL,100.0,1
FIELDGOAL,110,FIELDGOAL,100.0,1
FIELDGOAL,115,FIELDGOAL,100.0,1
FIELDGOAL,120,FIELDGOAL,100.0,1
FIELDGOAL,125,FIELDGOAL,100.0,1
FIELDGOAL,130,FIELDGOAL,100.0,1
FIELDGOAL,135,FIELDGOAL,100.0,1
FIELDGOAL,140,FIELDGOAL,100.0,1
FIELDGOAL,145,FIELDGOAL,100.0,1
FIELDGOAL,150,FIELDGOAL,99.99998807907104,1
FIELDGOAL,155,FIELDGOAL,99.99991655349731,1
FIELDGOAL,160,FIELDGOAL,99.99996423721313,1
FIELDGOAL,165,FIELDGOAL,99.99991655349731,1
FIELDGOAL,170,FIELDGOAL,99.99884366989136,1
FIELDGOAL,175,FIELDGOAL,99.99204874038696,1
FIELDGOAL,180,FIELDGOAL,99.9784767627716,1
FIELDGOAL,185,FIELDGOAL,99.8353123664856,1
FIELDGOAL,190,FIELDGOAL,99.72535967826843,1
FIELDGOAL,195,FIELDGOAL,99.29718375205994,1
FIELDGOAL,200,FIELDGOAL,97.3213255405426,1
FIELDGOAL,205,FIELDGOAL,99.17706251144409,1
FIELDGOAL,210,FIELDGOAL,98.79451990127563,1
FIELDGOAL,215,FIELDGOAL,99.45321083068848,1
FIELDGOAL,220,FIELDGOAL,99.2396891117096,1
FIELDGOAL,225,FIELDGOAL,99.77631568908691,1
FIELDGOAL,230,FIELDGOAL,99.68183040618896,1
FIELDGOAL,235,FIELDGOAL,99.45769309997559,1
FIELDGOAL,240,FIELDGOAL,98.8160490989685,1
FIELDGOAL,245,FIELDGOAL,99.23019409179688,1
FIELDGOAL,250,FIELDGOAL,98.90066385269165,1
FIELDGOAL,255,FIELDGOAL,98.90361428260803,1
FIELDGOAL,260,FIELDGOAL,98.566335439682,1
FIELDGOAL,265,FIELDGOAL,96.42634391784668,1
FIELDGOAL,270,FIELDGOAL,95.80339789390564,1
FIELDGOAL,275,FIELDGOAL,93.10917854309082,1
FIELDGOAL,280,FIELDGOAL,93.49967837333679,1
