Truth,Frame,Prediction,Confidence,OL,CENTER,QB,T,F,LTE,LUNBTACKLE,RTE,RUNBTACKLE,LWG1,LWG2,RWG1,RWG2,WR_R1,WR_R2,WR_R3,WR_R4,WR_R5,WR_L1,WR_L2,WR_L3,WR_L4,WR_L5,TE_SPLIT,RBL1,RBL2,RBL3,RBC1,RBC2,RBC3,RBR1,RBR2,RBR3,QBU,QBS,KICKOFF_KICKER,PLACE_KICKER,PLACE_HOLDER,PUNTER,KICKOFF_TEAM,KICK_RETURN,Confidence
FIELDGOAL,5,FIELDGOAL,61.67210340499878,1
FIELDGOAL,10,OFFENSE,51.52234435081482,1
FIELDGOAL,15,OFFENSE,50.04420280456543,1
FIELDGOAL,20,OFFENSE,53.99178862571716,1
FIELDGOAL,25,OFFENSE,48.02301228046417,1
FIELDGOAL,30,FIELDGOAL,55.820757150650024,1
FIELDGOAL,35,FIELDGOAL,48.85924160480499,1
FIELDGOAL,40,OFFENSE,49.595555663108826,1
FIELDGOAL,45,OFFENSE,71.89273834228516,1
FIELDGOAL,50,OFFENSE,48.814648389816284,1
FIELDGOAL,55,FIELDGOAL,61.02023720741272,1
FIELDGOAL,60,FIELDGOAL,49.82899725437164,1
FIELDGOAL,65,OFFENSE,49.218425154685974,1
FIELDGOAL,70,FIELDGOAL,50.298869609832764,1
FIELDGOAL,75,OFFENSE,54.4854998588562,1
FIELDGOAL,80,OFFENSE,54.16066646575928,1
FIELDGOAL,85,OFFENSE,46.066027879714966,1
FIELDGOAL,90,FIELDGOAL,53.091514110565186,1
FIELDGOAL,95,FIELDGOAL,50.83717107772827,1
